dataset,model,imbalance,auc_roc,pr_auc,top_decile_lift,train_rows,test_rows,target_rate_train,target_rate_test
Online_NoRecency,XGBoost,class_weight,0.8035437298651713,0.5754537053339144,1.8233848592944908,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,XGBoost,SMOTE,0.8021566638825915,0.5681950642002757,1.7201743955608402,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,LogisticRegression,class_weight,0.8019508411884023,0.5902497233228456,1.9265953230281412,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,LogisticRegression,SMOTE,0.8016704450542894,0.5865012745607228,1.9265953230281412,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,RandomForest,class_weight,0.7926470588235295,0.5707902346966814,1.8233848592944908,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,RandomForest,SMOTE,0.7849898580121705,0.5549481025535178,1.754577883472057,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,LightGBM,SMOTE,0.7699469037107745,0.5247505226777267,1.6513674197384067,3470,868,0.3340057636887608,0.33410138248847926
Online_NoRecency,LightGBM,class_weight,0.7682018852165613,0.5345641422336501,1.6513674197384067,3470,868,0.3340057636887608,0.33410138248847926
