dataset,model,imbalance,auc_roc,pr_auc,top_decile_lift,train_rows,test_rows
Online,RandomForest,class_weight,1.0,1.0,2.9931034482758623,3470,868
Online,LightGBM,class_weight,1.0,1.0,2.9931034482758623,3470,868
Online,RandomForest,SMOTE,1.0,1.0,2.9931034482758623,3470,868
Online,XGBoost,SMOTE,1.0,1.0,2.9931034482758623,3470,868
Online,LightGBM,SMOTE,1.0,1.0,2.9931034482758623,3470,868
Online,XGBoost,class_weight,1.0,0.9999999999999999,2.9931034482758623,3470,868
Online,LogisticRegression,class_weight,0.9985025653263333,0.998375032705677,2.9931034482758623,3470,868
Online,LogisticRegression,SMOTE,0.9965397923875433,0.9976696991836831,2.9931034482758623,3470,868
